instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,registered,cnt
13160,7/7/12,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,218,342
13161,7/7/12,3,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,244,360
13162,7/7/12,3,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,203,308
13163,7/7/12,3,1,7,15,0,6,0,1,0.96,0.8485,0.26,0,193,306
13164,7/7/12,3,1,7,16,0,6,0,1,1,0.8636,0.19,0.1642,192,294
13165,7/7/12,3,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,176,279
13166,7/7/12,3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,194,277
13167,7/7/12,3,1,7,19,0,6,0,1,0.92,0.8333,0.33,0.1343,219,287
13168,7/7/12,3,1,7,20,0,6,0,1,0.9,0.8182,0.37,0.1642,197,276
13169,7/7/12,3,1,7,21,0,6,0,1,0.88,0.7879,0.37,0.194,150,201
13170,7/7/12,3,1,7,22,0,6,0,1,0.84,0.8333,0.59,0.194,164,220
13171,7/7/12,3,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,114,148
13172,7/8/12,3,1,7,0,0,0,0,1,0.82,0.7879,0.56,0.1343,125,147
13173,7/8/12,3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,99,124
13174,7/8/12,3,1,7,2,0,0,0,1,0.82,0.7727,0.52,0.1045,59,70
13175,7/8/12,3,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,34,35
13176,7/8/12,3,1,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,11,13
13177,7/8/12,3,1,7,5,0,0,0,1,0.78,0.7424,0.62,0,5,6
13178,7/8/12,3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,16,21
13179,7/8/12,3,1,7,7,0,0,0,1,0.8,0.803,0.66,0,33,52
13180,7/8/12,3,1,7,8,0,0,0,1,0.84,0.803,0.53,0.1343,95,130
13181,7/8/12,3,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,172,242
13182,7/8/12,3,1,7,10,0,0,0,1,0.9,0.8636,0.45,0,234,319
13183,7/8/12,3,1,7,11,0,0,0,1,0.92,0.8939,0.42,0.2985,269,389
13184,7/8/12,3,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.194,271,376
13185,7/8/12,3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,219,337
13186,7/8/12,3,1,7,14,0,0,0,1,0.96,0.9091,0.36,0.1642,235,312
13187,7/8/12,3,1,7,15,0,0,0,3,0.92,0.8939,0.42,0.2836,218,298
13188,7/8/12,3,1,7,16,0,0,0,2,0.8,0.803,0.66,0.2239,226,291
13189,7/8/12,3,1,7,17,0,0,0,1,0.78,0.7424,0.59,0,202,270
13190,7/8/12,3,1,7,18,0,0,0,1,0.78,0.7424,0.62,0.1045,199,253
13191,7/8/12,3,1,7,19,0,0,0,1,0.78,0.7424,0.62,0.1642,184,250
13192,7/8/12,3,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,206,285
13193,7/8/12,3,1,7,21,0,0,0,1,0.76,0.7273,0.7,0.1343,149,207
13194,7/8/12,3,1,7,22,0,0,0,3,0.74,0.697,0.7,0.0896,110,122
13195,7/8/12,3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,98,123
13196,7/9/12,3,1,7,0,0,1,1,2,0.68,0.6364,0.89,0.0896,33,39
13197,7/9/12,3,1,7,1,0,1,1,3,0.7,0.6667,0.89,0.1045,13,18
13198,7/9/12,3,1,7,2,0,1,1,3,0.7,0.6667,0.89,0.194,4,5
13199,7/9/12,3,1,7,3,0,1,1,3,0.7,0.6667,0.89,0.194,5,5
13200,7/9/12,3,1,7,4,0,1,1,3,0.66,0.5909,0.89,0.3881,1,2
13201,7/9/12,3,1,7,5,0,1,1,2,0.66,0.6061,0.83,0.2239,27,28
13202,7/9/12,3,1,7,6,0,1,1,3,0.64,0.5758,0.89,0.2537,86,92
13203,7/9/12,3,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,223,230
13204,7/9/12,3,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,429,455
13205,7/9/12,3,1,7,9,0,1,1,2,0.66,0.6061,0.83,0.1642,325,363
13206,7/9/12,3,1,7,10,0,1,1,2,0.66,0.6061,0.83,0.194,117,175
13207,7/9/12,3,1,7,11,0,1,1,2,0.72,0.6818,0.62,0.1343,144,216
13208,7/9/12,3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,205,266
13209,7/9/12,3,1,7,13,0,1,1,2,0.76,0.697,0.55,0.2537,188,255
13210,7/9/12,3,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,184,242
13211,7/9/12,3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,214,280
13212,7/9/12,3,1,7,16,0,1,1,1,0.78,0.697,0.4,0.2836,325,413
13213,7/9/12,3,1,7,17,0,1,1,1,0.78,0.697,0.4,0.1642,741,849
13214,7/9/12,3,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,790,872
13215,7/9/12,3,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,543,631
13216,7/9/12,3,1,7,20,0,1,1,2,0.74,0.6818,0.55,0.1045,378,447
13217,7/9/12,3,1,7,21,0,1,1,2,0.74,0.6818,0.55,0.0896,298,331
13218,7/9/12,3,1,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,189,224
13219,7/9/12,3,1,7,23,0,1,1,2,0.7,0.6515,0.65,0.1045,109,131
13220,7/10/12,3,1,7,0,0,2,1,1,0.7,0.6515,0.7,0.0896,53,69
13221,7/10/12,3,1,7,1,0,2,1,1,0.7,0.6667,0.74,0.1343,15,15
13222,7/10/12,3,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343,15,16
13223,7/10/12,3,1,7,3,0,2,1,1,0.68,0.6364,0.79,0,3,3
13224,7/10/12,3,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,4,4
13225,7/10/12,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343,39,42
13226,7/10/12,3,1,7,6,0,2,1,2,0.68,0.6364,0.79,0.1045,183,187
13227,7/10/12,3,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,489,520
13228,7/10/12,3,1,7,8,0,2,1,1,0.72,0.697,0.74,0.1343,615,649
13229,7/10/12,3,1,7,9,0,2,1,1,0.74,0.697,0.66,0.1343,284,331
13230,7/10/12,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194,134,190
13231,7/10/12,3,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.194,157,249
13232,7/10/12,3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,203,272
13233,7/10/12,3,1,7,13,0,2,1,1,0.82,0.7273,0.38,0.194,203,280
13234,7/10/12,3,1,7,14,0,2,1,1,0.82,0.7273,0.38,0.1642,171,242
13235,7/10/12,3,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239,188,265
13236,7/10/12,3,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,346,435
13237,7/10/12,3,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,769,872
13238,7/10/12,3,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,749,819
13239,7/10/12,3,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,359,414
13240,7/10/12,3,1,7,20,0,2,1,3,0.64,0.5758,0.83,0.2239,75,84
13241,7/10/12,3,1,7,21,0,2,1,3,0.64,0.5758,0.89,0.1045,83,90
13242,7/10/12,3,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,125,139
13243,7/10/12,3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,74,103
13244,7/11/12,3,1,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,38,44
13245,7/11/12,3,1,7,1,0,3,1,1,0.64,0.5758,0.89,0,11,14
13246,7/11/12,3,1,7,2,0,3,1,1,0.64,0.5758,0.89,0,5,5
13247,7/11/12,3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,5,5
13248,7/11/12,3,1,7,4,0,3,1,1,0.64,0.5758,0.89,0.1343,6,7
13249,7/11/12,3,1,7,5,0,3,1,1,0.64,0.5758,0.89,0,36,41
13250,7/11/12,3,1,7,6,0,3,1,1,0.64,0.5758,0.89,0.1343,168,185
13251,7/11/12,3,1,7,7,0,3,1,2,0.66,0.6061,0.83,0.1045,471,497
13252,7/11/12,3,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,644,674
13253,7/11/12,3,1,7,9,0,3,1,2,0.7,0.6667,0.74,0.1343,298,328
13254,7/11/12,3,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,148,195
13255,7/11/12,3,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,173,229
13256,7/11/12,3,1,7,12,0,3,1,2,0.78,0.697,0.43,0,223,292
13257,7/11/12,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,208,273
13258,7/11/12,3,1,7,14,0,3,1,1,0.8,0.7121,0.41,0.2239,175,241
13259,7/11/12,3,1,7,15,0,3,1,1,0.8,0.7121,0.41,0.2537,220,276
13260,7/11/12,3,1,7,16,0,3,1,1,0.8,0.7121,0.38,0.194,358,411
13261,7/11/12,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,740,830
13262,7/11/12,3,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,735,814
13263,7/11/12,3,1,7,19,0,3,1,1,0.74,0.6667,0.48,0.2239,560,633
13264,7/11/12,3,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,410,483
13265,7/11/12,3,1,7,21,0,3,1,1,0.72,0.6667,0.58,0.2239,322,391
13266,7/11/12,3,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,203,244
13267,7/11/12,3,1,7,23,0,3,1,2,0.7,0.6515,0.58,0.2537,132,152
13268,7/12/12,3,1,7,0,0,4,1,2,0.68,0.6364,0.61,0,55,56
13269,7/12/12,3,1,7,1,0,4,1,2,0.66,0.6212,0.61,0,21,21
13270,7/12/12,3,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,9,9
13271,7/12/12,3,1,7,3,0,4,1,1,0.64,0.6061,0.69,0.1045,10,10
13272,7/12/12,3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,5,5
13273,7/12/12,3,1,7,5,0,4,1,1,0.62,0.5909,0.73,0.1045,40,44
13274,7/12/12,3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,171,178
13275,7/12/12,3,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,480,512
13276,7/12/12,3,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,653,702
13277,7/12/12,3,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,285,327
13278,7/12/12,3,1,7,10,0,4,1,1,0.74,0.6667,0.48,0.1642,145,214
13279,7/12/12,3,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,166,215
13280,7/12/12,3,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343,221,292
13281,7/12/12,3,1,7,13,0,4,1,1,0.8,0.697,0.33,0.2239,225,277
13282,7/12/12,3,1,7,14,0,4,1,1,0.78,0.6818,0.33,0.2239,167,209
13283,7/12/12,3,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.194,208,271
13284,7/12/12,3,1,7,16,0,4,1,1,0.8,0.7121,0.36,0.194,370,439
13285,7/12/12,3,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,704,795
13286,7/12/12,3,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,739,825
13287,7/12/12,3,1,7,19,0,4,1,1,0.74,0.6667,0.48,0.2239,532,629
13288,7/12/12,3,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,439,514
13289,7/12/12,3,1,7,21,0,4,1,1,0.72,0.6667,0.48,0.2239,329,373
13290,7/12/12,3,1,7,22,0,4,1,1,0.72,0.6667,0.51,0.1642,262,318
13291,7/12/12,3,1,7,23,0,4,1,2,0.7,0.6515,0.51,0.2239,178,211
13292,7/13/12,3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,76,95
13293,7/13/12,3,1,7,1,0,5,1,2,0.68,0.6364,0.54,0.1045,42,59
13294,7/13/12,3,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,15,17
13295,7/13/12,3,1,7,3,0,5,1,2,0.68,0.6364,0.61,0,7,9
13296,7/13/12,3,1,7,4,0,5,1,2,0.66,0.6212,0.61,0,11,11
13297,7/13/12,3,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,30,34
13298,7/13/12,3,1,7,6,0,5,1,2,0.7,0.6515,0.54,0,120,127
13299,7/13/12,3,1,7,7,0,5,1,2,0.7,0.6515,0.54,0,353,380
13300,7/13/12,3,1,7,8,0,5,1,2,0.7,0.6515,0.54,0,660,713
13301,7/13/12,3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0,344,414
13302,7/13/12,3,1,7,10,0,5,1,2,0.74,0.6667,0.48,0,190,268
13303,7/13/12,3,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,220,288
13304,7/13/12,3,1,7,12,0,5,1,2,0.76,0.6818,0.4,0.1045,254,379
13305,7/13/12,3,1,7,13,0,5,1,2,0.8,0.7121,0.38,0.1343,274,374
13306,7/13/12,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0,249,369
13307,7/13/12,3,1,7,15,0,5,1,2,0.8,0.7121,0.36,0.1045,261,353
13308,7/13/12,3,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,381,492
13309,7/13/12,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,697,835
13310,7/13/12,3,1,7,18,0,5,1,1,0.78,0.697,0.46,0.194,523,631
13311,7/13/12,3,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,385,488
13312,7/13/12,3,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343,294,389
13313,7/13/12,3,1,7,21,0,5,1,1,0.72,0.6667,0.54,0,223,299
13314,7/13/12,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0,204,263
13315,7/13/12,3,1,7,23,0,5,1,2,0.72,0.6515,0.45,0.1343,175,212
13316,7/14/12,3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,156,191
13317,7/14/12,3,1,7,1,0,6,0,2,0.7,0.6515,0.51,0.1045,105,118
13318,7/14/12,3,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,91,101
13319,7/14/12,3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,31,40
13320,7/14/12,3,1,7,4,0,6,0,3,0.66,0.6212,0.61,0.1045,6,9
13321,7/14/12,3,1,7,5,0,6,0,2,0.64,0.6061,0.73,0.1045,5,5
13322,7/14/12,3,1,7,6,0,6,0,2,0.64,0.5909,0.78,0.0896,29,35
13323,7/14/12,3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,41,48
13324,7/14/12,3,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,118,151
13325,7/14/12,3,1,7,9,0,6,0,1,0.66,0.6212,0.74,0.194,200,282
13326,7/14/12,3,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,278,401
13327,7/14/12,3,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,296,439
13328,7/14/12,3,1,7,12,0,6,0,2,0.74,0.697,0.66,0.0896,318,499
13329,7/14/12,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,372,591
13330,7/14/12,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,363,632
13331,7/14/12,3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,317,560
13332,7/14/12,3,1,7,16,0,6,0,2,0.72,0.697,0.79,0.3582,340,566
13333,7/14/12,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,259,458
13334,7/14/12,3,1,7,18,0,6,0,1,0.72,0.697,0.79,0.1343,243,351
13335,7/14/12,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,275,431
13336,7/14/12,3,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896,255,356
13337,7/14/12,3,1,7,21,0,6,0,1,0.7,0.6667,0.84,0.2239,200,269
13338,7/14/12,3,1,7,22,0,6,0,1,0.7,0.6667,0.79,0.194,160,225
13339,7/14/12,3,1,7,23,0,6,0,2,0.68,0.6364,0.83,0.0896,156,211
13340,7/15/12,3,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,147,187
13341,7/15/12,3,1,7,1,0,0,0,2,0.68,0.6364,0.89,0.1343,119,168
13342,7/15/12,3,1,7,2,0,0,0,2,0.68,0.6364,0.89,0.1642,86,115
13343,7/15/12,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,42,57
13344,7/15/12,3,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,11,19
13345,7/15/12,3,1,7,5,0,0,0,1,0.68,0.6364,0.89,0.1343,7,9
13346,7/15/12,3,1,7,6,0,0,0,1,0.68,0.6364,0.83,0.1343,9,15
13347,7/15/12,3,1,7,7,0,0,0,1,0.7,0.6667,0.79,0.0896,30,47
13348,7/15/12,3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,96,133
13349,7/15/12,3,1,7,9,0,0,0,2,0.72,0.697,0.79,0,163,221
13350,7/15/12,3,1,7,10,0,0,0,1,0.76,0.7273,0.66,0.1343,241,382
13351,7/15/12,3,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642,281,451
13352,7/15/12,3,1,7,12,0,0,0,1,0.84,0.7727,0.47,0.1045,336,489
13353,7/15/12,3,1,7,13,0,0,0,1,0.86,0.7879,0.41,0.1045,309,480
13354,7/15/12,3,1,7,14,0,0,0,1,0.9,0.8182,0.37,0.2537,314,476
13355,7/15/12,3,1,7,15,0,0,0,1,0.86,0.803,0.47,0.1343,307,489
13356,7/15/12,3,1,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,343,495
13357,7/15/12,3,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,314,436
13358,7/15/12,3,1,7,18,0,0,0,3,0.72,0.697,0.79,0.3582,228,312
13359,7/15/12,3,1,7,19,0,0,0,1,0.72,0.7121,0.84,0.2239,203,312
13360,7/15/12,3,1,7,20,0,0,0,1,0.72,0.697,0.79,0.2537,199,294
13361,7/15/12,3,1,7,21,0,0,0,1,0.72,0.697,0.79,0.0896,164,223
13362,7/15/12,3,1,7,22,0,0,0,1,0.72,0.697,0.74,0.1045,96,130
13363,7/15/12,3,1,7,23,0,0,0,1,0.72,0.697,0.79,0.1343,66,91
13364,7/16/12,3,1,7,0,0,1,1,3,0.72,0.697,0.79,0.1045,32,43
13365,7/16/12,3,1,7,1,0,1,1,2,0.7,0.6667,0.74,0.194,10,11
13366,7/16/12,3,1,7,2,0,1,1,1,0.7,0.6667,0.74,0.1045,11,15
13367,7/16/12,3,1,7,3,0,1,1,1,0.68,0.6364,0.79,0.0896,4,6
13368,7/16/12,3,1,7,4,0,1,1,1,0.68,0.6364,0.79,0.1045,11,12
13369,7/16/12,3,1,7,5,0,1,1,1,0.66,0.6061,0.78,0.1045,40,50
13370,7/16/12,3,1,7,6,0,1,1,1,0.68,0.6364,0.79,0.1343,132,140
13371,7/16/12,3,1,7,7,0,1,1,1,0.72,0.6818,0.7,0.0896,459,483
13372,7/16/12,3,1,7,8,0,1,1,1,0.74,0.697,0.66,0.1045,619,667
13373,7/16/12,3,1,7,9,0,1,1,1,0.76,0.7121,0.62,0.1642,297,348
13374,7/16/12,3,1,7,10,0,1,1,1,0.8,0.7727,0.59,0,117,186
13375,7/16/12,3,1,7,11,0,1,1,1,0.84,0.803,0.53,0.2239,125,182
13376,7/16/12,3,1,7,12,0,1,1,1,0.84,0.7879,0.49,0.1343,158,237
13377,7/16/12,3,1,7,13,0,1,1,1,0.84,0.7879,0.49,0.2836,176,239
13378,7/16/12,3,1,7,14,0,1,1,1,0.88,0.8182,0.42,0.1045,159,212
13379,7/16/12,3,1,7,15,0,1,1,1,0.86,0.803,0.47,0.2537,176,237
13380,7/16/12,3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,309,386
13381,7/16/12,3,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,669,755
13382,7/16/12,3,1,7,18,0,1,1,1,0.84,0.803,0.53,0,697,794
13383,7/16/12,3,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343,503,595
13384,7/16/12,3,1,7,20,0,1,1,1,0.8,0.7727,0.59,0.1343,388,454
13385,7/16/12,3,1,7,21,0,1,1,1,0.76,0.7273,0.66,0.1343,283,328
13386,7/16/12,3,1,7,22,0,1,1,1,0.76,0.7121,0.62,0.0896,228,284
13387,7/16/12,3,1,7,23,0,1,1,1,0.74,0.7121,0.74,0.0896,139,166
13388,7/17/12,3,1,7,0,0,2,1,1,0.72,0.7121,0.84,0.1045,43,53
13389,7/17/12,3,1,7,1,0,2,1,1,0.74,0.697,0.7,0,21,25
13390,7/17/12,3,1,7,2,0,2,1,1,0.72,0.6818,0.7,0.0896,6,7
13391,7/17/12,3,1,7,3,0,2,1,1,0.72,0.6818,0.66,0,3,3
13392,7/17/12,3,1,7,4,0,2,1,1,0.72,0.6818,0.62,0,7,7
13393,7/17/12,3,1,7,5,0,2,1,1,0.68,0.6364,0.74,0.0896,31,38
13394,7/17/12,3,1,7,6,0,2,1,1,0.72,0.6818,0.66,0.1045,197,213
13395,7/17/12,3,1,7,7,0,2,1,2,0.74,0.697,0.7,0,500,526
13396,7/17/12,3,1,7,8,0,2,1,2,0.8,0.7576,0.55,0,618,661
13397,7/17/12,3,1,7,9,0,2,1,2,0.82,0.7727,0.49,0.2239,288,320
13398,7/17/12,3,1,7,10,0,2,1,2,0.84,0.7879,0.49,0.194,122,159
13399,7/17/12,3,1,7,11,0,2,1,2,0.86,0.803,0.47,0,146,206
13400,7/17/12,3,1,7,12,0,2,1,2,0.9,0.8182,0.35,0,174,254
13401,7/17/12,3,1,7,13,0,2,1,1,0.92,0.8182,0.31,0.194,168,221
13402,7/17/12,3,1,7,14,0,2,1,1,0.94,0.8333,0.29,0.2537,160,214
13403,7/17/12,3,1,7,15,0,2,1,1,0.92,0.8182,0.31,0.1642,187,244
13404,7/17/12,3,1,7,16,0,2,1,1,0.92,0.8182,0.29,0.1642,317,381
13405,7/17/12,3,1,7,17,0,2,1,1,0.92,0.8182,0.29,0,675,770
13406,7/17/12,3,1,7,18,0,2,1,1,0.9,0.803,0.33,0.194,712,772
13407,7/17/12,3,1,7,19,0,2,1,1,0.88,0.7879,0.35,0.2537,478,547
13408,7/17/12,3,1,7,20,0,2,1,1,0.86,0.7576,0.34,0.1642,375,427
13409,7/17/12,3,1,7,21,0,2,1,1,0.82,0.7727,0.52,0.1343,283,333
13410,7/17/12,3,1,7,22,0,2,1,1,0.8,0.7576,0.55,0.2239,215,244
13411,7/17/12,3,1,7,23,0,2,1,1,0.78,0.7424,0.59,0.194,139,161
13412,7/18/12,3,1,7,0,0,3,1,1,0.76,0.7273,0.66,0.1642,45,53
13413,7/18/12,3,1,7,1,0,3,1,1,0.76,0.7273,0.66,0.1045,14,16
13414,7/18/12,3,1,7,2,0,3,1,1,0.74,0.697,0.66,0.1343,5,8
13415,7/18/12,3,1,7,3,0,3,1,1,0.74,0.697,0.66,0.1343,2,4
13416,7/18/12,3,1,7,4,0,3,1,1,0.72,0.6818,0.7,0.1343,6,6
13417,7/18/12,3,1,7,5,0,3,1,1,0.72,0.6818,0.7,0.1642,41,46
13418,7/18/12,3,1,7,6,0,3,1,1,0.72,0.6818,0.7,0.1642,152,162
13419,7/18/12,3,1,7,7,0,3,1,1,0.74,0.697,0.66,0.1642,472,495
13420,7/18/12,3,1,7,8,0,3,1,1,0.78,0.7424,0.62,0.1045,624,679
13421,7/18/12,3,1,7,9,0,3,1,1,0.82,0.7879,0.56,0,253,297
13422,7/18/12,3,1,7,10,0,3,1,1,0.9,0.8485,0.42,0.194,99,138
13423,7/18/12,3,1,7,11,0,3,1,1,0.9,0.8485,0.42,0,136,183
13424,7/18/12,3,1,7,12,0,3,1,1,0.92,0.8636,0.37,0.1343,166,202
13425,7/18/12,3,1,7,13,0,3,1,1,0.94,0.8485,0.33,0,154,203
13426,7/18/12,3,1,7,14,0,3,1,1,0.94,0.8788,0.38,0.3284,116,170
13427,7/18/12,3,1,7,15,0,3,1,3,0.92,0.8485,0.35,0.3582,152,194
13428,7/18/12,3,1,7,16,0,3,1,1,0.74,0.697,0.66,0.2537,190,224
13429,7/18/12,3,1,7,17,0,3,1,1,0.74,0.697,0.7,0.2537,335,370
13430,7/18/12,3,1,7,18,0,3,1,2,0.76,0.7121,0.62,0.1343,580,643
13431,7/18/12,3,1,7,19,0,3,1,2,0.76,0.7121,0.62,0.1045,438,516
13432,7/18/12,3,1,7,20,0,3,1,1,0.74,0.6818,0.62,0.0896,310,366
13433,7/18/12,3,1,7,21,0,3,1,1,0.76,0.7121,0.62,0,266,319
13434,7/18/12,3,1,7,22,0,3,1,1,0.76,0.7121,0.58,0.0896,246,288
13435,7/18/12,3,1,7,23,0,3,1,1,0.76,0.7121,0.58,0.0896,112,131
13436,7/19/12,3,1,7,0,0,4,1,1,0.74,0.697,0.66,0.0896,50,66
13437,7/19/12,3,1,7,1,0,4,1,1,0.74,0.697,0.66,0.0896,19,25
13438,7/19/12,3,1,7,2,0,4,1,1,0.72,0.6818,0.7,0.194,7,7
13439,7/19/12,3,1,7,3,0,4,1,1,0.72,0.6818,0.7,0.1045,4,5
13440,7/19/12,3,1,7,4,0,4,1,1,0.72,0.6818,0.7,0.1045,8,8
13441,7/19/12,3,1,7,5,0,4,1,2,0.72,0.6818,0.7,0.1045,35,40
13442,7/19/12,3,1,7,6,0,4,1,1,0.72,0.6818,0.66,0.1343,144,152
13443,7/19/12,3,1,7,7,0,4,1,1,0.74,0.6818,0.58,0.2836,450,473
13444,7/19/12,3,1,7,8,0,4,1,1,0.76,0.7121,0.58,0.2537,625,657
13445,7/19/12,3,1,7,9,0,4,1,2,0.76,0.7121,0.58,0.2836,282,318
13446,7/19/12,3,1,7,10,0,4,1,1,0.76,0.7121,0.58,0.194,157,198
13447,7/19/12,3,1,7,11,0,4,1,1,0.8,0.7576,0.55,0.1045,162,216
13448,7/19/12,3,1,7,12,0,4,1,1,0.84,0.7879,0.49,0.2836,215,274
13449,7/19/12,3,1,7,13,0,4,1,1,0.84,0.7727,0.47,0.1343,180,254
13450,7/19/12,3,1,7,14,0,4,1,1,0.86,0.7879,0.44,0.0896,151,197
13451,7/19/12,3,1,7,15,0,4,1,1,0.84,0.7727,0.47,0.0896,226,292
13452,7/19/12,3,1,7,16,0,4,1,1,0.84,0.7727,0.47,0.0896,288,358
13453,7/19/12,3,1,7,17,0,4,1,1,0.86,0.7879,0.41,0,678,771
13454,7/19/12,3,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.194,684,777
13455,7/19/12,3,1,7,19,0,4,1,1,0.84,0.7576,0.44,0.2537,480,533
13456,7/19/12,3,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,440,505
13457,7/19/12,3,1,7,21,0,4,1,3,0.66,0.5909,0.89,0.2537,294,332
13458,7/19/12,3,1,7,22,0,4,1,3,0.66,0.5909,0.89,0.2537,62,68
13459,7/19/12,3,1,7,23,0,4,1,3,0.66,0.5909,0.89,0.2239,62,65
