	text	label
769	* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1
770	My sashimi was poor quality being soggy and tasteless.	0
771	Great time - family dinner on a Sunday night.	1
772	"the food is not tasty at all, not to say its ""real traditional Hunan style""."	0
773	What did bother me, was the slow service.	0
774	The flair bartenders are absolutely amazing!	1
775	Their frozen margaritas are WAY too sugary for my taste.	0
776	These were so good we ordered them twice.	1
777	So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.	0
778	My girlfriend's veal was very bad.	0
779	Unfortunately, it was not good.	0
780	I had a pretty satifying experience.	1
781	Join the club and get awesome offers via email.	1
782	Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.	1
783	Bland and flavorless is a good way of describing the barely tepid meat.	0
784	The chains, which I'm no fan of, beat this place easily.	0
785	The nachos are a MUST HAVE!	1
786	We will not be coming back.	0
787	I don't have very many words to say about this place, but it does everything pretty well.	1
788	The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.	1
789	Great atmosphere, friendly and fast service.	1
790	When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.	1
791	Once your food arrives it's meh.	0
792	Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.	0
793	The classic Maine Lobster Roll was fantastic.	1
794	My brother in law who works at the mall ate here same day, and guess what he was sick all night too.	0
795	So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.	1
796	The chips and salsa were really good, the salsa was very fresh.	1
797	This place is great!!!!!!!!!!!!!!	1
798	Mediocre food.	0
799	Once you get inside you'll be impressed with the place.	1
800	I'm super pissd.	0
801	And service was super friendly.	1
802	Why are these sad little vegetables so overcooked?	0
803	This place was such a nice surprise!	1
804	They were golden-crispy and delicious.	1
805	I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.	0
806	I could eat their bruschetta all day it is devine.	1
807	Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.	0
808	Lastly, the mozzarella sticks, they were the best thing we ordered.	1
809	The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.	1
810	The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!	0
811	The service was terrible though.	0
812	This place is overpriced, not consistent with their boba, and it really is OVERPRICED!	0
813	It was packed!!	0
814	I love this place.	1
815	I can say that the desserts were yummy.	1
816	The food was terrible.	0
817	The seasonal fruit was fresh white peach puree.	1
818	It kept getting worse and worse so now I'm officially done.	0
819	This place should honestly be blown up.	0
820	But I definitely would not eat here again.	0
821	Do not waste your money here!	0
822	I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.	1
823	The crêpe was delicate and thin and moist.	1
824	Awful service.	0
825	Won't ever go here again.	0
826	Food quality has been horrible.	0
827	For that price I can think of a few place I would have much rather gone.	0
828	The service here is fair at best.	0
829	I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.	0
830	Do yourself a favor and stay away from this dish.	0
831	Very poor service.	0
832	No one at the table thought the food was above average or worth the wait that we had for it.	0
833	Best service and food ever, Maria our server was so good and friendly she made our day.	1
834	They were excellent.	1
835	I paid the bill but did not tip because I felt the server did a terrible job.	0
836	Just had lunch here and had a great experience.	1
837	I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.	0
838	Food is way overpriced and portions are fucking small.	0
839	I recently tried Caballero's and I have been back every week since!	1
840	for 40 bucks a head, i really expect better food.	0
841	The food came out at a good pace.	1
842	I ate there twice on my last visit, and especially enjoyed the salmon salad.	1
843	I won't be back.	0
844	We could not believe how dirty the oysters were!	0
845	This place deserves no stars.	0
846	I would not recommend this place.	0
847	In fact I'm going to round up to 4 stars, just because she was so awesome.	1
848	To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.	0
849	Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!	0
850	the potatoes were great and so was the biscuit.	1
851	I probably would not go here again.	0
852	So flavorful and has just the perfect amount of heat.	1
853	The price is reasonable and the service is great.	1
854	The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.	0
855	My fella got the huevos rancheros and they didn't look too appealing.	0
856	Went in for happy hour, great list of wines.	1
857	Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!	1
858	I probably won't be coming back here.	0
859	Worst food/service I've had in a while.	0
860	This place is pretty good, nice little vibe in the restaurant.	1
861	Talk about great customer service of course we will be back.	1
862	Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.	0
863	I love their fries and their beans.	1
864	Always a pleasure dealing with him.	1
865	They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.	1
866	This place is awesome if you want something light and healthy during the summer.	1
867	For sushi on the Strip, this is the place to go.	1
868	The service was great, even the manager came and helped with our table.	1
869	The feel of the dining room was more college cooking course than high class dining and the service was slow at best.	0
870	I started this review with two stars, but I'm editing it to give it only one.	0
871	this is the worst sushi i have ever eat besides Costco's.	0
872	All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.	1
873	My boyfriend and i sat at the bar and had a completely delightful experience.	1
874	Weird vibe from owners.	0
875	There was hardly any meat.	0
876	I've had better bagels from the grocery store.	0
877	Go To Place for Gyros.	1
878	I love the owner/chef, his one authentic Japanese cool dude!	1
879	Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.	0
880	I found a six inch long piece of wire in my salsa.	0
881	The service was terrible, food was mediocre.	0
882	We definately enjoyed ourselves.	1
883	I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.	0
884	On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.	0
885	I had about two bites and refused to eat anymore.	0
886	The service was extremely slow.	0
887	After 20 minutes wait, I got a table.	0
888	Seriously killer hot chai latte.	1
889	No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.	0
890	My boyfriend tried the Mediterranean Chicken Salad and fell in love.	1
891	Their rotating beers on tap is also a highlight of this place.	1
892	Pricing is a bit of a concern at Mellow Mushroom.	0
893	Worst Thai ever.	0
894	If you stay in Vegas you must get breakfast here at least once.	1
895	I want to first say our server was great and we had perfect service.	1
